dog_SubStatusCode,Health,EnergyLevel,RespondsToCommandKennel,GoodWStrangers,StaysOnCommand,BehavesWellClass,NailCutting,Breed,Sex,GoodAppetite,FoodType,ExerciseType
1,5,4,4,3,4,2,2,Labrador Retriever,M,Yes,Iams Smart Choice Puppy,"walking, chasing ball"
1,5,4,4,3,4,2,2,Labrador Retriever,M,Yes,Iams Smart Choice Puppy,"walking, chasing ball"
1,5,4,4,3,4,2,2,Labrador Retriever,M,Yes,Iams Smart Choice Puppy,"walking, chasing ball"
1,4,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, puppy play with my dog"
1,4,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, puppy play with my dog"
1,4,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, puppy play with my dog"
1,4,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, puppy play with my dog"
1,4,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, puppy play with my dog"
1,4,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, puppy play with my dog"
1,4,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, puppy play with my dog"
1,4,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, puppy play with my dog"
1,4,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, puppy play with my dog"
1,4,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, puppy play with my dog"
0,5,5,5,5,4,3,5,Labrador Retriever,M,Yes,Iams,"walks, play (fetch)"
0,5,5,5,5,4,3,5,Labrador Retriever,M,Yes,Iams,"walks, play (fetch)"
0,5,5,5,5,4,3,5,Labrador Retriever,M,Yes,Iams,"walks, play (fetch)"
0,5,5,5,5,4,3,5,Labrador Retriever,M,Yes,Iams,"walks, play (fetch)"
0,5,5,5,5,4,3,1,Labrador Retriever,M,Yes,Iams adult,walking
0,5,5,5,5,4,3,1,Labrador Retriever,M,Yes,Iams adult,walking
0,5,5,5,5,4,3,1,Labrador Retriever,M,Yes,Iams adult,walking
0,5,5,5,5,4,3,1,Labrador Retriever,M,Yes,Iams adult,walking
0,5,5,5,4,4,3,0,Labrador Retriever,M,Yes,Iams,Walking
0,5,5,5,4,4,3,0,Labrador Retriever,M,Yes,Iams,Walking
0,5,5,5,4,4,3,0,Labrador Retriever,M,Yes,Iams,Walking
0,5,5,5,4,4,3,0,Labrador Retriever,M,Yes,Iams,Walking
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,Iams Lamb and rice,"walking 1.5 mile per day,  play time with  family puppy fenced area back yard"
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,Iams Lamb and rice,"walking 1.5 mile per day,  play time with  family puppy fenced area back yard"
0,3,5,5,5,5,3,4,Labrador Retriever,F,Yes,Purinia One Puppy chow Lamb and Rice,Supervised runs in fenced in pool area. Plays fetch. Nightly walks.
0,3,5,5,5,5,3,4,Labrador Retriever,F,Yes,Purinia One Puppy chow Lamb and Rice,Supervised runs in fenced in pool area. Plays fetch. Nightly walks.
0,5,5,5,5,5,5,4,Labrador Retriever,F,Yes,Royal Canin for Labs,1 mile walk long or short lead & half hour run
0,5,5,5,5,5,5,4,Labrador Retriever,F,Yes,Royal Canin for Labs,1 mile walk long or short lead & half hour run
0,5,5,4,4,4,4,5,Labrador Retriever,M,Yes,Iams,walk
0,5,5,4,4,4,4,5,Labrador Retriever,M,Yes,Iams,walk
0,5,0,5,5,5,4,4,Labrador Retriever,M,Yes,Iams Mini Chunks,walk
0,5,0,5,5,5,4,4,Labrador Retriever,M,Yes,Iams Mini Chunks,walk
0,5,5,5,5,5,5,5,Labrador Retriever,M,Yes,Nutro sensitive skin & stomach --venison & oatmeal,"Walking, running, playing with household pets"
0,5,5,5,5,5,5,5,Labrador Retriever,M,Yes,Nutro sensitive skin & stomach --venison & oatmeal,"Walking, running, playing with household pets"
1,5,5,5,5,5,5,1,Labrador Retriever,F,Yes,iams puppy,Lots of play - both inside and outside.  Large fenced in yard - we are outside a lot.
1,5,5,5,5,5,5,1,Labrador Retriever,F,Yes,iams puppy,Lots of play - both inside and outside.  Large fenced in yard - we are outside a lot.
1,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,iams,lots of time outside - fetching - playing in the yard - playing with my dog
1,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,iams,lots of time outside - fetching - playing in the yard - playing with my dog
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams Puppy,"Walking, playing fetch, swimming"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams Puppy,"Walking, playing fetch, swimming"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams Puppy,"Walking, playing fetch, swimming"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams Puppy,"Walking, playing fetch, swimming"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams Puppy,"Walking, playing fetch, swimming"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams Puppy,"Walking, playing fetch, swimming"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams Puppy,"Walking, playing fetch, swimming"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams Puppy,"Walking, playing fetch, swimming"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"Walk, fetch, run"
0,4,5,5,1,5,4,2,Labrador Retriever,M,Yes,Iams,"walking, sometimes meeting with another raiser for play dates"
0,4,5,5,1,5,4,2,Labrador Retriever,M,Yes,Iams,"walking, sometimes meeting with another raiser for play dates"
0,4,5,5,1,5,4,2,Labrador Retriever,M,Yes,Iams,"walking, sometimes meeting with another raiser for play dates"
0,4,5,5,1,5,4,2,Labrador Retriever,M,Yes,Iams,"walking, sometimes meeting with another raiser for play dates"
0,4,5,5,1,5,4,2,Labrador Retriever,M,Yes,Iams,"walking, sometimes meeting with another raiser for play dates"
0,4,5,5,1,5,4,2,Labrador Retriever,M,Yes,Iams,"walking, sometimes meeting with another raiser for play dates"
0,4,5,5,1,5,4,2,Labrador Retriever,M,Yes,Iams,"walking, sometimes meeting with another raiser for play dates"
0,4,5,5,1,5,4,2,Labrador Retriever,M,Yes,Iams,"walking, sometimes meeting with another raiser for play dates"
0,4,5,2,5,2,4,1,Labrador Retriever,M,Yes,Iams,"walking, running after thrown toys"
0,4,5,2,5,2,4,1,Labrador Retriever,M,Yes,Iams,"walking, running after thrown toys"
0,4,5,2,5,2,4,1,Labrador Retriever,M,Yes,Iams,"walking, running after thrown toys"
0,4,5,2,5,2,4,1,Labrador Retriever,M,Yes,Iams,"walking, running after thrown toys"
0,4,5,2,5,2,4,1,Labrador Retriever,M,Yes,Iams,"walking, running after thrown toys"
0,4,5,2,5,2,4,1,Labrador Retriever,M,Yes,Iams,"walking, running after thrown toys"
0,4,5,2,5,2,4,1,Labrador Retriever,M,Yes,Iams,"walking, running after thrown toys"
0,4,5,2,5,2,4,1,Labrador Retriever,M,Yes,Iams,"walking, running after thrown toys"
0,5,4,4,4,4,3,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,4,4,3,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,4,4,3,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,4,4,3,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,4,4,3,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,4,4,3,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,4,4,3,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,4,4,3,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,3,4,3,4,3,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,3,4,3,4,3,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,3,4,3,4,3,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,3,4,3,4,3,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,3,4,3,4,3,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,3,4,3,4,3,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,3,4,3,4,3,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,3,4,3,4,3,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
0,5,4,4,5,4,4,4,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed Chicken,"walking, ball, play with other dogs"
1,4,3,3,5,3,3,3,Labrador Retriever,M,Yes,IAMS,"walking, playing, swimming"
1,4,3,3,5,3,3,3,Labrador Retriever,M,Yes,IAMS,"walking, playing, swimming"
1,4,3,3,5,3,3,3,Labrador Retriever,M,Yes,IAMS,"walking, playing, swimming"
1,4,5,5,5,5,5,5,Labrador Retriever,F,Yes,iams,walking and running
1,4,5,5,5,5,5,5,Labrador Retriever,F,Yes,iams,walking and running
1,5,5,3,5,5,5,3,Labrador Retriever,F,Yes,Members Mark Premium,"Walks, runs"
1,5,5,3,5,5,5,3,Labrador Retriever,F,Yes,Members Mark Premium,"Walks, runs"
1,5,5,4,5,5,4,4,Labrador Retriever,M,Yes,Iams Puppy,Walk/run
1,5,5,4,5,5,4,4,Labrador Retriever,M,Yes,Iams Puppy,Walk/run
1,5,5,4,5,5,4,4,Labrador Retriever,M,Yes,Iams Puppy,Walk/run
1,5,5,4,5,5,4,4,Labrador Retriever,M,Yes,Iams Puppy,Walk/run
1,5,5,4,5,5,4,4,Labrador Retriever,M,Yes,Iams Puppy,Walk/run
1,5,5,4,5,5,4,4,Labrador Retriever,M,Yes,Iams Puppy,Walk/run
1,5,5,4,5,5,4,4,Labrador Retriever,M,Yes,Iams Puppy,Walk/run
1,5,5,4,5,5,4,4,Labrador Retriever,M,Yes,Iams Puppy,Walk/run
1,5,4,4,5,2,3,3,Labrador Retriever,M,Yes,Iams/Pedigree,"walking, running, frisbee"
1,5,4,4,5,2,3,3,Labrador Retriever,M,Yes,Iams/Pedigree,"walking, running, frisbee"
1,5,4,4,5,2,3,3,Labrador Retriever,M,Yes,Iams/Pedigree,"walking, running, frisbee"
1,5,4,4,5,2,3,3,Labrador Retriever,M,Yes,Iams/Pedigree,"walking, running, frisbee"
1,5,4,4,5,2,3,3,Labrador Retriever,M,Yes,Iams/Pedigree,"walking, running, frisbee"
1,5,4,4,5,2,3,3,Labrador Retriever,M,Yes,Iams/Pedigree,"walking, running, frisbee"
1,5,4,4,5,2,3,3,Labrador Retriever,M,Yes,Iams/Pedigree,"walking, running, frisbee"
1,5,4,4,5,2,3,3,Labrador Retriever,M,Yes,Iams/Pedigree,"walking, running, frisbee"
1,5,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams,"walking, fetch"
1,5,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams,"walking, fetch"
1,5,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams,"walking, fetch"
1,5,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams,"walking, fetch"
1,5,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams,"walking, fetch"
1,5,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams,"walking, fetch"
1,5,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams,"walking, fetch"
1,5,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams,"walking, fetch"
0,5,2,4,2,5,2,5,Labrador Retriever,F,Yes,Canine Caviar,Walking around neighborhood/ball throwing in back yard
0,5,2,4,2,5,2,5,Labrador Retriever,F,Yes,Canine Caviar,Walking around neighborhood/ball throwing in back yard
0,5,2,4,2,5,2,5,Labrador Retriever,F,Yes,Canine Caviar,Walking around neighborhood/ball throwing in back yard
0,5,5,3,5,4,3,3,Labrador Retriever,F,Yes,Canine Caviar,"Walk on leash 2 miles/day, fetches tennis ball in fenced back yard"
0,5,5,3,5,4,3,3,Labrador Retriever,F,Yes,Canine Caviar,"Walk on leash 2 miles/day, fetches tennis ball in fenced back yard"
0,5,5,3,5,4,3,3,Labrador Retriever,F,Yes,Canine Caviar,"Walk on leash 2 miles/day, fetches tennis ball in fenced back yard"
0,5,5,3,5,4,3,4,Labrador Retriever,M,Yes,IAMs Puppy lg breed,"Running, Playing with balls, playing with cats"
0,5,5,3,5,4,3,4,Labrador Retriever,M,Yes,IAMs Puppy lg breed,"Running, Playing with balls, playing with cats"
1,4,4,4,4,3,4,2,Labrador Retriever,F,Yes,Iams Puppy,walking/playing  w Macy
1,4,4,4,4,3,4,2,Labrador Retriever,F,Yes,Iams Puppy,walking/playing  w Macy
1,4,4,4,4,3,4,2,Labrador Retriever,F,Yes,Iams Puppy,walking/playing  w Macy
1,4,4,4,4,3,4,2,Labrador Retriever,F,Yes,Iams Puppy,walking/playing  w Macy
1,5,2,4,2,4,4,3,Labrador Retriever,F,Yes,Iams lamb and rice,backyard play and walks
1,5,2,4,2,4,4,3,Labrador Retriever,F,Yes,Iams lamb and rice,backyard play and walks
1,5,2,4,2,4,4,3,Labrador Retriever,F,Yes,Iams lamb and rice,backyard play and walks
1,5,2,4,2,4,4,3,Labrador Retriever,F,Yes,Iams lamb and rice,backyard play and walks
0,5,5,5,5,5,3,3,Labrador Retriever,F,Yes,Wellness adult super mix,"walks, play in yard, play dates, trying to get her to retrieve"
0,5,5,5,5,5,3,3,Labrador Retriever,F,Yes,Wellness adult super mix,"walks, play in yard, play dates, trying to get her to retrieve"
0,4,5,5,4,3,4,2,Labrador Retriever,F,Yes,Wellness adult super mix,"walks, play in yard, play dates, trying to get her to retrieve"
0,4,5,5,4,3,4,2,Labrador Retriever,F,Yes,Wellness adult super mix,"walks, play in yard, play dates, trying to get her to retrieve"
0,4,5,5,5,5,4,4,Labrador Retriever,F,Yes,Wellness Super Mix,"walks, occasional play"
0,4,5,5,5,5,4,4,Labrador Retriever,F,Yes,Wellness Super Mix,"walks, occasional play"
1,5,5,3,5,4,4,4,Labrador Retriever,F,Yes,Iams-red bag,walk and running
1,5,5,3,5,4,4,4,Labrador Retriever,F,Yes,Iams-red bag,walk and running
1,5,5,3,5,4,4,4,Labrador Retriever,F,Yes,Iams-red bag,walk and running
1,5,5,3,5,4,3,3,Labrador Retriever,F,Yes,Iams,Walks 3 times a day
1,5,5,3,5,4,3,3,Labrador Retriever,F,Yes,Iams,Walks 3 times a day
1,5,5,3,5,4,3,3,Labrador Retriever,F,Yes,Iams,Walks 3 times a day
1,4,5,4,5,4,4,3,Labrador Retriever,F,Yes,Iams,"Walk, Run. Playdates"
1,4,5,4,5,4,4,3,Labrador Retriever,F,Yes,Iams,"Walk, Run. Playdates"
1,4,5,4,5,4,4,3,Labrador Retriever,F,Yes,Iams,"Walk, Run. Playdates"
1,5,5,5,5,5,4,2,Labrador Retriever,M,Yes,Iams,walk/run/dog play/swim
1,5,5,5,5,5,4,2,Labrador Retriever,M,Yes,Iams,walk/run/dog play/swim
1,5,5,5,5,5,4,2,Labrador Retriever,M,Yes,Iams,walk/run/dog play/swim
1,5,5,5,5,5,4,2,Labrador Retriever,M,Yes,Iams,walk/run/dog play/swim
1,5,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams,play dates/walk/train/run
1,5,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams,play dates/walk/train/run
1,5,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams,play dates/walk/train/run
1,5,5,5,5,5,4,3,Labrador Retriever,M,Yes,Iams,play dates/walk/train/run
1,5,5,5,4,5,4,2,Labrador Retriever,M,Yes,Iams,"walks, swims, playdates,"
1,5,5,5,4,5,4,2,Labrador Retriever,M,Yes,Iams,"walks, swims, playdates,"
1,5,5,5,4,5,4,2,Labrador Retriever,M,Yes,Iams,"walks, swims, playdates,"
1,5,5,5,4,5,4,2,Labrador Retriever,M,Yes,Iams,"walks, swims, playdates,"
0,5,4,4,5,5,5,5,Labrador Retriever,M,Yes,Iams PuppyChow,"daily walks/run, play time in apt"
0,5,4,4,5,5,5,5,Labrador Retriever,M,Yes,Iams PuppyChow,"daily walks/run, play time in apt"
0,5,4,4,5,5,5,5,Labrador Retriever,M,Yes,Iams PuppyChow,"daily walks/run, play time in apt"
0,5,5,5,4,4,3,4,Labrador Retriever,M,Yes,Iams,Walking
0,5,5,5,4,4,3,4,Labrador Retriever,M,Yes,Iams,Walking
0,5,5,5,4,4,3,4,Labrador Retriever,M,Yes,Iams,Walking
0,5,5,5,4,5,4,4,Labrador Retriever,M,Yes,Iams,Walking and some play
0,5,5,5,4,5,4,4,Labrador Retriever,M,Yes,Iams,Walking and some play
0,5,5,5,4,5,4,4,Labrador Retriever,M,Yes,Iams,Walking and some play
1,4,4,4,5,1,4,5,Labrador Retriever,M,Yes,Iams Puppy Chow (transitioning to adult food),"walking on a leash around the town, occasional play in a fenced in dog park (with no other dogs)"
1,4,4,4,5,1,4,5,Labrador Retriever,M,Yes,Iams Puppy Chow (transitioning to adult food),"walking on a leash around the town, occasional play in a fenced in dog park (with no other dogs)"
1,5,5,5,5,5,5,5,Labrador Retriever,M,Yes,Iams Lamb and Rice Adult food,"walking on a leash around the town, occasional play in a fenced-in dog park (with his friend Scarlett or alone)"
1,5,5,5,5,5,5,5,Labrador Retriever,M,Yes,Iams Lamb and Rice Adult food,"walking on a leash around the town, occasional play in a fenced-in dog park (with his friend Scarlett or alone)"
1,5,4,5,5,4,4,4,Labrador Retriever,M,Yes,Iams Adult Lamb and Rice,Walking
1,5,4,5,5,4,4,4,Labrador Retriever,M,Yes,Iams Adult Lamb and Rice,Walking
0,3,5,5,5,5,4,3,Labrador Retriever,F,Yes,purina dog chow,walks/swims when weather is warm enough/ plays with family dog/ toy play in yard in house
0,3,5,5,5,5,4,3,Labrador Retriever,F,Yes,purina dog chow,walks/swims when weather is warm enough/ plays with family dog/ toy play in yard in house
0,5,4,5,5,3,4,3,Labrador Retriever,F,Yes,purina puppy chow,name call/ball fetch/play with our dog/work?
0,5,4,5,5,3,4,3,Labrador Retriever,F,Yes,purina puppy chow,name call/ball fetch/play with our dog/work?
0,3,5,5,5,5,3,2,Labrador Retriever,F,Yes,purina puppy chow,fetch/swimming/playing with other raisers pups/walks
0,3,5,5,5,5,3,2,Labrador Retriever,F,Yes,purina puppy chow,fetch/swimming/playing with other raisers pups/walks
0,4,5,5,5,5,5,4,Labrador Retriever,F,Yes,Natural Balance,walking
0,4,5,5,5,5,5,4,Labrador Retriever,F,Yes,Natural Balance,walking
0,4,5,5,5,4,4,4,Labrador Retriever,F,Yes,Natural Balance,"walking, playing  with pet dog, chasing balls and toys in the house"
0,4,5,5,5,4,4,4,Labrador Retriever,F,Yes,Natural Balance,"walking, playing  with pet dog, chasing balls and toys in the house"
0,4,5,4,5,4,4,3,Labrador Retriever,F,Yes,IAMs,"Walking, play with our pet dog, occasional short running, playing with toys in the house"
0,4,5,4,5,4,4,3,Labrador Retriever,F,Yes,IAMs,"Walking, play with our pet dog, occasional short running, playing with toys in the house"
0,5,4,5,5,5,4,4,Labrador Retriever,M,Yes,Iams,"Running, walking"
0,5,4,5,5,5,4,4,Labrador Retriever,M,Yes,Iams,"Running, walking"
0,5,4,5,5,5,4,4,Labrador Retriever,M,Yes,Iams,"Running, walking"
0,5,4,5,5,5,4,4,Labrador Retriever,M,Yes,Iams,"Running, walking"
0,5,4,5,5,5,4,4,Labrador Retriever,M,Yes,Iams,"Running, walking"
0,5,3,4,5,3,2,4,Labrador Retriever,M,Yes,Iams,"Walks, fetch, play follow me"
0,5,3,4,5,3,2,4,Labrador Retriever,M,Yes,Iams,"Walks, fetch, play follow me"
0,5,3,4,5,3,2,4,Labrador Retriever,M,Yes,Iams,"Walks, fetch, play follow me"
0,5,3,4,5,3,2,4,Labrador Retriever,M,Yes,Iams,"Walks, fetch, play follow me"
0,5,3,4,5,3,2,4,Labrador Retriever,M,Yes,Iams,"Walks, fetch, play follow me"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams,"Walk, run, fetch"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams,"Walk, run, fetch"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams,"Walk, run, fetch"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams,"Walk, run, fetch"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,Iams,"Walk, run, fetch"
0,5,5,4,5,4,5,4,Labrador Retriever,F,Yes,Iams,"Walks, ball playing, and play time"
0,5,5,4,5,4,5,4,Labrador Retriever,F,Yes,Iams,"Walks, ball playing, and play time"
0,5,5,5,5,4,5,5,Labrador Retriever,F,Yes,Iams,Walks and Play
0,5,5,5,5,4,5,5,Labrador Retriever,F,Yes,Iams,Walks and Play
0,5,4,4,5,3,4,3,Labrador Retriever,F,Yes,Iams LB Puppy,"running, fetching toys, and walking"
0,5,4,4,5,3,4,3,Labrador Retriever,F,Yes,Iams LB Puppy,"running, fetching toys, and walking"
1,5,4,4,5,4,4,0,Labrador Retriever,F,Yes,Iams,I would put her at a norma plus 1 - needs a little more exercise than average pup
1,5,4,4,5,4,4,0,Labrador Retriever,F,Yes,Iams,I would put her at a norma plus 1 - needs a little more exercise than average pup
1,5,4,4,5,4,4,0,Labrador Retriever,F,Yes,Iams,I would put her at a norma plus 1 - needs a little more exercise than average pup
1,5,4,4,5,4,4,0,Labrador Retriever,F,Yes,Iams,I would put her at a norma plus 1 - needs a little more exercise than average pup
1,5,4,4,5,4,4,0,Labrador Retriever,F,Yes,Iams,I would put her at a norma plus 1 - needs a little more exercise than average pup
1,1,4,4,3,2,2,4,Labrador Retriever,F,Yes,Iams Low Residue,Ball playing.  Also plays with Lynn.  Walks. Playing with snake toy and rope toys.  retrieving balls and other toys like that.
1,1,4,4,3,2,2,4,Labrador Retriever,F,Yes,Iams Low Residue,Ball playing.  Also plays with Lynn.  Walks. Playing with snake toy and rope toys.  retrieving balls and other toys like that.
1,1,4,4,3,2,2,4,Labrador Retriever,F,Yes,Iams Low Residue,Ball playing.  Also plays with Lynn.  Walks. Playing with snake toy and rope toys.  retrieving balls and other toys like that.
1,1,4,4,3,2,2,4,Labrador Retriever,F,Yes,Iams Low Residue,Ball playing.  Also plays with Lynn.  Walks. Playing with snake toy and rope toys.  retrieving balls and other toys like that.
1,1,4,4,3,2,2,4,Labrador Retriever,F,Yes,Iams Low Residue,Ball playing.  Also plays with Lynn.  Walks. Playing with snake toy and rope toys.  retrieving balls and other toys like that.
1,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Iams Adult Mini-Chunks,"walking, fetch, dog play"
1,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Iams Adult Mini-Chunks,"walking, fetch, dog play"
1,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Iams Adult Mini-Chunks,"walking, fetch, dog play"
1,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Iams Adult Mini-Chunks,"walking, fetch, dog play"
1,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Iams Adult Mini-Chunks,"walking, fetch, dog play"
1,4,5,5,5,4,3,5,Labrador Retriever,F,Yes,Iams Adult,"walks, ball play, dog play"
1,4,5,5,5,4,3,5,Labrador Retriever,F,Yes,Iams Adult,"walks, ball play, dog play"
1,4,5,5,5,4,3,5,Labrador Retriever,F,Yes,Iams Adult,"walks, ball play, dog play"
1,4,5,5,5,4,3,5,Labrador Retriever,F,Yes,Iams Adult,"walks, ball play, dog play"
1,4,5,5,5,4,3,5,Labrador Retriever,F,Yes,Iams Adult,"walks, ball play, dog play"
0,5,4,4,5,4,3,1,Labrador Retriever,F,Yes,iams,"walks, playing with toys, hide and seek, fetch, obstacle type course"
0,5,4,4,5,4,3,1,Labrador Retriever,F,Yes,iams,"walks, playing with toys, hide and seek, fetch, obstacle type course"
0,5,4,4,5,4,3,1,Labrador Retriever,F,Yes,iams,"walks, playing with toys, hide and seek, fetch, obstacle type course"
0,5,3,3,4,2,1,2,Labrador Retriever,F,Yes,IAMS,"Back yard ball playing, walks every day, outings usually every day"
0,5,3,3,4,2,1,2,Labrador Retriever,F,Yes,IAMS,"Back yard ball playing, walks every day, outings usually every day"
