Breed,Color,Sex,RaiserState,GoodAppetite,FoodType,ExerciseType,GeneralComments,dog_SubStatusCode
Labrador Retriever,Yellow,F,ME,Yes,Canidae,"walks, play, swimming","Doralee's a sweetheart. A huge difference and improvement in house manners the last 4 months. No slippers or sock issues and then 2 weeks ago she jumped up once on the counter.. She came down very quickly in response to her name. I discovered that Chris ( we can blame him, right?) hadn't wiped the counter after opening a can of tuna. Seems as if the juice- really yummy smell to her- was definitely there.   No excuse really. I think it's an on-going issue. Handler and pup lessons continue. thanks! ",1
Labrador Retriever,Yellow,F,MA,Yes,Iams,"playing in the yard, playing with our pet dog",Dina has definitely matured in the last 1-2 months.  She is able to settle well when I sit and do computer work or any house work.  She follows me well throughout the house.  I would like her to walk better during walks in the neighborhood.  She does well in the public places but when I try to walk her in the neighborhood her nose is on the ground and she is very difficult to control.  I have tried to play with her first but that doesn't help.  ,1
Labrador Retriever,Yellow,F,MA,Yes,Iams,"playing in the yard, playing with our pet dog",Dina has definitely matured in the last 1-2 months.  She is able to settle well when I sit and do computer work or any house work.  She follows me well throughout the house.  I would like her to walk better during walks in the neighborhood.  She does well in the public places but when I try to walk her in the neighborhood her nose is on the ground and she is very difficult to control.  I have tried to play with her first but that doesn't help.  ,1
Labrador Retriever,Yellow,F,MA,Yes,low res,"walks,plays with my children and  my other dog, entertains herself with her toys",,1
Labrador Retriever,Yellow,F,MA,Yes,low res,"walks,plays with my children and  my other dog, entertains herself with her toys",,1
Labrador Retriever,Yellow,F,MA,Yes,Iams,"playing with my children, tug, playing with our pet dog",Dina had a rough time right after her birthday.  Prior to that she was doing very well.  right around her birthday she started to fall apart and has been working very hard to improve her skills.  this week she is finally showing some improvement and hopefully will continue to do well.,1
Labrador Retriever,Yellow,F,MA,Yes,Iams,"playing with my children, tug, playing with our pet dog",Dina had a rough time right after her birthday.  Prior to that she was doing very well.  right around her birthday she started to fall apart and has been working very hard to improve her skills.  this week she is finally showing some improvement and hopefully will continue to do well.,1
Labrador Retriever,Black,F,CT,Yes,Iams,"Walks on both long line and regular leash, ball playing and running outside with other raiser",Dolores is still quite immature in some ways. She has come a long way in her confidence but still has episodes where she gets startled by new things such as the escalators or other things in new environments. Sitter reported her startling at sound of chair or gate moving. She does recover quickly. She is excitable but does want to please and has a fairly high energy level. She is a sweet girl and so enjoyable to have in our home. ,0
Labrador Retriever,Black,F,CT,Yes,Iams,"Walks on both long line and regular leash, ball playing and running outside with other raiser",Dolores is still quite immature in some ways. She has come a long way in her confidence but still has episodes where she gets startled by new things such as the escalators or other things in new environments. Sitter reported her startling at sound of chair or gate moving. She does recover quickly. She is excitable but does want to please and has a fairly high energy level. She is a sweet girl and so enjoyable to have in our home. ,0
Labrador Retriever,Black,F,CT,Yes,Iams,"Walks on both long line and regular leash, ball playing and running outside with other raiser",Dolores is still quite immature in some ways. She has come a long way in her confidence but still has episodes where she gets startled by new things such as the escalators or other things in new environments. Sitter reported her startling at sound of chair or gate moving. She does recover quickly. She is excitable but does want to please and has a fairly high energy level. She is a sweet girl and so enjoyable to have in our home. ,0
Labrador Retriever,Black,F,CT,Yes,Iams,"Walks on both long line and regular leash, ball playing and running outside with other raiser",Dolores is still quite immature in some ways. She has come a long way in her confidence but still has episodes where she gets startled by new things such as the escalators or other things in new environments. Sitter reported her startling at sound of chair or gate moving. She does recover quickly. She is excitable but does want to please and has a fairly high energy level. She is a sweet girl and so enjoyable to have in our home. ,0
Labrador Retriever,Black,F,CT,Yes,Iams,Playing and walking,"The two things she struggles with the most are getting her nails clipped and barking when in a new place, without people she knows. The barking is the main reason that we haven't had a home switch for her yet. ",0
Labrador Retriever,Black,F,CT,Yes,Iams,Playing and walking,"The two things she struggles with the most are getting her nails clipped and barking when in a new place, without people she knows. The barking is the main reason that we haven't had a home switch for her yet. ",0
Labrador Retriever,Black,F,CT,Yes,Iams,Playing and walking,"The two things she struggles with the most are getting her nails clipped and barking when in a new place, without people she knows. The barking is the main reason that we haven't had a home switch for her yet. ",0
Labrador Retriever,Black,F,CT,Yes,Iams,Playing and walking,"The two things she struggles with the most are getting her nails clipped and barking when in a new place, without people she knows. The barking is the main reason that we haven't had a home switch for her yet. ",0
Labrador Retriever,Black,F,CT,Yes,Iams,"Walks, running in the yard", ,0
Labrador Retriever,Black,F,CT,Yes,Iams,"Walks, running in the yard", ,0
Labrador Retriever,Black,F,CT,Yes,Iams,"Walks, running in the yard", ,0
Labrador Retriever,Black,F,CT,Yes,Iams,"Walks, running in the yard", ,0
Labrador Retriever,Black,M,MA,Yes,Nature's Domain Salmon & Sweet Potato (Kirkland),"Walking, jogging, fetch, hide and seek",I think Dublin is moving along very nicely and is on track.,0
Labrador Retriever,Black,M,MA,Yes,Nature's Domain Salmon & Sweet Potato (Kirkland),"Walking, jogging, fetch, hide and seek",I think Dublin is moving along very nicely and is on track.,0
Labrador Retriever,Black,M,MA,Yes,Low residue + 1 spoon of canned pumpkin,"Walks, play time with other dogs & people, mental exercise (drills)","Did extremely well on his 2 week sit with the Wanek family. He had lots of practice settling and going to sleep in new areas with new people, which has been something that we've been working on.  What I am writing is how he was up until two weeks ago (just picked him up today): He is very friendly with new people and happy to see them, but will not sleep near them. When we leave him with family members (while I am still in the house, but otherwise occupied), he does not lie down and settle or nap.  Crating is still a challenge. He will settle in the crate if someone is in the same room as him and he can see them, but has great difficulty when he can't see them.  His diarrhea problems seem to have resolved. After he gets settled back in at home, I plan on transitioning him off of low res. He is gaining weight steadily now (over 23.5 lbs as of 1/10).  I think he is ready for a vest.",0
Labrador Retriever,Black,M,MA,Yes,Low residue + 1 spoon of canned pumpkin,"Walks, play time with other dogs & people, mental exercise (drills)","Did extremely well on his 2 week sit with the Wanek family. He had lots of practice settling and going to sleep in new areas with new people, which has been something that we've been working on.  What I am writing is how he was up until two weeks ago (just picked him up today): He is very friendly with new people and happy to see them, but will not sleep near them. When we leave him with family members (while I am still in the house, but otherwise occupied), he does not lie down and settle or nap.  Crating is still a challenge. He will settle in the crate if someone is in the same room as him and he can see them, but has great difficulty when he can't see them.  His diarrhea problems seem to have resolved. After he gets settled back in at home, I plan on transitioning him off of low res. He is gaining weight steadily now (over 23.5 lbs as of 1/10).  I think he is ready for a vest.",0
Labrador Retriever,Black,F,ME,Yes,Iams lamb and rice,"walks, ball, puppy play","Daria is a very sweet, friendly, and willing pup. She is a pleasure to raise. ",0
Labrador Retriever,Black,F,ME,Yes,Purina EN (low residue),"walks, puppy play, snowshoeing","We are enjoying Daria greatly! We find that she tunes in to her handler(s) more than other pups we have raised, even in distracting situations. She has a pleasant manner around the house - loves to cuddle and be with her people. She has also been more confident than we anticipated. One challenge for Daria has been her interaction with our dog Obie - she tends to frequently chew at his ears, jowls and tail - we have used distractions, time outs, and positive reinforcement and she has improved in this area.We are really enjoying raising Daria.",0
Labrador Retriever,Black,F,ME,Yes,Iams lamb and rice (red bag),"walks, puppy play",Daria is a wonderful pup.  She has had multiple experiences with us and with puppy-sitters. She has preformed well. Her expression of stress can be very subtle.,0
Labrador Retriever,Yellow,F,MD,Yes,Eukanuba sensitive digestion and Purina One Puppy,"yard play, chasing balls","Dahlia has been a very good puppy. She seems to learn quickly and is eager to get it right. She has a nice disposition, friendly and social.",1
Labrador Retriever,Yellow,F,MD,Yes,Eukanuba sensitive digestion and Purina One Puppy,"yard play, chasing balls","Dahlia has been a very good puppy. She seems to learn quickly and is eager to get it right. She has a nice disposition, friendly and social.",1
Labrador Retriever,Yellow,F,MD,Yes,purina one smart blend,"running, walking, playing",,1
Labrador Retriever,Yellow,F,MD,Yes,purina one smart blend,"running, walking, playing",,1
Labrador Retriever,Yellow,F,MD,Yes,Purina One,"Retrieving, walking",,1
Labrador Retriever,Yellow,F,MD,Yes,Purina One,"Retrieving, walking",,1
Labrador Retriever,Black,F,MA,Yes,Puppy Blue Buffalo Natural Chicken and Brown Rice Recipe,"running in yard, chasing ball, walks-1+ mile per day",,0
Labrador Retriever,Black,F,MA,Yes,Puppy Blue Buffalo Natural Chicken and Brown Rice Recipe,"running in yard, chasing ball, walks-1+ mile per day",,0
Labrador Retriever,Black,F,MA,Yes,Puppy Blue Buffalo Natural Chicken and Brown Rice Recipe,"running in yard, chasing ball, walks-1+ mile per day",,0
Labrador Retriever,Black,F,MA,Yes,Puppy Blue Buffalo Natural Chicken and Brown Rice Recipe,"running in yard, chasing ball, walks-1+ mile per day",,0
Labrador Retriever,Black,F,MA,Yes,Blue Buffalo,"walk, chasing ball, swimming, running, hiking",,0
Labrador Retriever,Black,F,MA,Yes,Blue Buffalo,"walk, chasing ball, swimming, running, hiking",,0
Labrador Retriever,Black,F,MA,Yes,Blue Buffalo,"walk, chasing ball, swimming, running, hiking",,0
Labrador Retriever,Black,F,MA,Yes,Blue Buffalo,"walk, chasing ball, swimming, running, hiking",,0
Labrador Retriever,Black,F,VA,Yes,Iams Lamb Rice,"dog play, agility, hiking, bone chewing","Cher main issue is body handling.  Very squirmy when restrained.  Working on simple tasks like being able to sit on floor with her without being mugged.  Work in progress with Flash and short intervals of body restraint (catch and release).  Has made improvements and will tolerate being restrained for very brief seconds.  Very low tolerance for nail cutting.  Although Cher has average energy level, she is mentally and physically a busy dog with stamina that does not require must rest to rejuvenate. She has good endurance that allows her to continue for longer periods of time during training, outings, agility classes, etc. ",0
Labrador Retriever,Black,F,VA,Yes,Iams Lamb Rice,"dog play, agility, hiking, bone chewing","Cher main issue is body handling.  Very squirmy when restrained.  Working on simple tasks like being able to sit on floor with her without being mugged.  Work in progress with Flash and short intervals of body restraint (catch and release).  Has made improvements and will tolerate being restrained for very brief seconds.  Very low tolerance for nail cutting.  Although Cher has average energy level, she is mentally and physically a busy dog with stamina that does not require must rest to rejuvenate. She has good endurance that allows her to continue for longer periods of time during training, outings, agility classes, etc. ",0
Labrador Retriever,Black,F,VA,Yes,Iams Lamb Rice,"dog play, agility, hiking, bone chewing","Cher main issue is body handling.  Very squirmy when restrained.  Working on simple tasks like being able to sit on floor with her without being mugged.  Work in progress with Flash and short intervals of body restraint (catch and release).  Has made improvements and will tolerate being restrained for very brief seconds.  Very low tolerance for nail cutting.  Although Cher has average energy level, she is mentally and physically a busy dog with stamina that does not require must rest to rejuvenate. She has good endurance that allows her to continue for longer periods of time during training, outings, agility classes, etc. ",0
Labrador Retriever,Black,F,VA,Yes,Iams Lamb Rice,"dog play, agility, hiking, bone chewing","Cher main issue is body handling.  Very squirmy when restrained.  Working on simple tasks like being able to sit on floor with her without being mugged.  Work in progress with Flash and short intervals of body restraint (catch and release).  Has made improvements and will tolerate being restrained for very brief seconds.  Very low tolerance for nail cutting.  Although Cher has average energy level, she is mentally and physically a busy dog with stamina that does not require must rest to rejuvenate. She has good endurance that allows her to continue for longer periods of time during training, outings, agility classes, etc. ",0
Labrador Retriever,Black,M,NC,Yes,Orijen Red Meat,"Walk, romp with homeboy Scout, tug of war, swim.","Chaz exhibits high drive, independence of thought, and a huge desire to please (and play, and eat). He is always ready, willing, and able to get going and gets bored if a working trip, walk, or play date is not in the immediate future - however and very importantly - he will settle down with a toy and play until it is time to go (our unofficial command is: ""Not yet - soon"").   He is extremely social, wants to meet everyone, wants to play with every dog he sees, and has generally charmed everyone with whom he interacts. His enthusiasm is well-tempered and the few times he forgets his restraint, he corrects quickly and willingly.  The two things that would be of concern as a working dog are his high dog distraction and his great unwillingness to let you fuss with his paws, especially to trim his nails (a first in the the now 9 GEB dogs we've raised). We are confident the genius trainers at GEB will overcome both barriers to his success as a guide (dare we even hope stud?).  We will greatly miss Chaz and he has already charmed one potential partner, Mario Bonds, who plans to retire GEB Guide Sidney (whom we raised and look forward to welcoming home later this year).  We remain proud, honored, and lucky to be working with GEB and the tremendous dogs produced and trained there. We look forward to upping our game with the 10th pup.  ",1
Labrador Retriever,Black,M,NC,Yes,Orijen Red Meat,"Walk, romp with homeboy Scout, tug of war, swim.","Chaz exhibits high drive, independence of thought, and a huge desire to please (and play, and eat). He is always ready, willing, and able to get going and gets bored if a working trip, walk, or play date is not in the immediate future - however and very importantly - he will settle down with a toy and play until it is time to go (our unofficial command is: ""Not yet - soon"").   He is extremely social, wants to meet everyone, wants to play with every dog he sees, and has generally charmed everyone with whom he interacts. His enthusiasm is well-tempered and the few times he forgets his restraint, he corrects quickly and willingly.  The two things that would be of concern as a working dog are his high dog distraction and his great unwillingness to let you fuss with his paws, especially to trim his nails (a first in the the now 9 GEB dogs we've raised). We are confident the genius trainers at GEB will overcome both barriers to his success as a guide (dare we even hope stud?).  We will greatly miss Chaz and he has already charmed one potential partner, Mario Bonds, who plans to retire GEB Guide Sidney (whom we raised and look forward to welcoming home later this year).  We remain proud, honored, and lucky to be working with GEB and the tremendous dogs produced and trained there. We look forward to upping our game with the 10th pup.  ",1
Labrador Retriever,Black,M,NC,Yes,Orijen Red Meat,"Walk, romp with homeboy Scout, tug of war, swim.","Chaz exhibits high drive, independence of thought, and a huge desire to please (and play, and eat). He is always ready, willing, and able to get going and gets bored if a working trip, walk, or play date is not in the immediate future - however and very importantly - he will settle down with a toy and play until it is time to go (our unofficial command is: ""Not yet - soon"").   He is extremely social, wants to meet everyone, wants to play with every dog he sees, and has generally charmed everyone with whom he interacts. His enthusiasm is well-tempered and the few times he forgets his restraint, he corrects quickly and willingly.  The two things that would be of concern as a working dog are his high dog distraction and his great unwillingness to let you fuss with his paws, especially to trim his nails (a first in the the now 9 GEB dogs we've raised). We are confident the genius trainers at GEB will overcome both barriers to his success as a guide (dare we even hope stud?).  We will greatly miss Chaz and he has already charmed one potential partner, Mario Bonds, who plans to retire GEB Guide Sidney (whom we raised and look forward to welcoming home later this year).  We remain proud, honored, and lucky to be working with GEB and the tremendous dogs produced and trained there. We look forward to upping our game with the 10th pup.  ",1
Labrador Retriever,Black,M,NC,Yes,Orijen or Evo,"Running, walking, swimming, some gymnastics (jumping up on structures)","Chaz is a lovable, eager, well-mannered, enthusiastic dog (like so many GEB pups). He has been a pleasure to raise.  He learns quickly and will try just about anything once, but will refuse to do things that he really doesn't like if he didn't like it the first time (jump off a pier, go through a long slippery play tunnel on the jungle gym - short ones are OK).   He seemed to take a little longer to mature than the other dogs we have raised and lose his attachment to his primary raiser. Now he can now be handled by other people, though still looks for me when separated, but no longer whines or looks distressed. Our class exercises made a huge difference.  Chaz has the drive, initiative, and interest in working as he gets bored easily and is always ready to go when he sees his leash, vest, and pack being readied for an outing. One of our puppy sitters put him in outfits for Halloween and reported that he enjoyed the process.  The one area that I cannot achieve improvement is in clipping his nails. He has always disliked having his paws touched, but allows us to wipe them before entering the house if we don't linger too long on a paw, otherwise he feints a bite. He writhes and howls if I attempt to clip his nails, and even with my husband holding him and feeding him treats, he still gets very upset. Luckily his nails do not grow very much (compared to our own dog Scout whose nails must be trimmed every week). A sitter touched his feet without issues, but the problem is if you linger on a foot for too long (say long enough to trim the nails). I feel rather defeated on this issue (I clip the nails on many of the dogs who stay with us and have had no problems - even when they are a little unsure at first. Only one other dog - a beagle/dachshund mix - had the same loud and boisterous reaction to having her feet touched for trimming and I gave up so as not to upset her too much).  He settles very nicely and has charmed every human he meets. We would love to see him bred.    ",1
Labrador Retriever,Black,M,NC,Yes,Orijen or Evo,"Running, walking, swimming, some gymnastics (jumping up on structures)","Chaz is a lovable, eager, well-mannered, enthusiastic dog (like so many GEB pups). He has been a pleasure to raise.  He learns quickly and will try just about anything once, but will refuse to do things that he really doesn't like if he didn't like it the first time (jump off a pier, go through a long slippery play tunnel on the jungle gym - short ones are OK).   He seemed to take a little longer to mature than the other dogs we have raised and lose his attachment to his primary raiser. Now he can now be handled by other people, though still looks for me when separated, but no longer whines or looks distressed. Our class exercises made a huge difference.  Chaz has the drive, initiative, and interest in working as he gets bored easily and is always ready to go when he sees his leash, vest, and pack being readied for an outing. One of our puppy sitters put him in outfits for Halloween and reported that he enjoyed the process.  The one area that I cannot achieve improvement is in clipping his nails. He has always disliked having his paws touched, but allows us to wipe them before entering the house if we don't linger too long on a paw, otherwise he feints a bite. He writhes and howls if I attempt to clip his nails, and even with my husband holding him and feeding him treats, he still gets very upset. Luckily his nails do not grow very much (compared to our own dog Scout whose nails must be trimmed every week). A sitter touched his feet without issues, but the problem is if you linger on a foot for too long (say long enough to trim the nails). I feel rather defeated on this issue (I clip the nails on many of the dogs who stay with us and have had no problems - even when they are a little unsure at first. Only one other dog - a beagle/dachshund mix - had the same loud and boisterous reaction to having her feet touched for trimming and I gave up so as not to upset her too much).  He settles very nicely and has charmed every human he meets. We would love to see him bred.    ",1
Labrador Retriever,Black,M,NC,Yes,Orijen or Evo,"Running, walking, swimming, some gymnastics (jumping up on structures)","Chaz is a lovable, eager, well-mannered, enthusiastic dog (like so many GEB pups). He has been a pleasure to raise.  He learns quickly and will try just about anything once, but will refuse to do things that he really doesn't like if he didn't like it the first time (jump off a pier, go through a long slippery play tunnel on the jungle gym - short ones are OK).   He seemed to take a little longer to mature than the other dogs we have raised and lose his attachment to his primary raiser. Now he can now be handled by other people, though still looks for me when separated, but no longer whines or looks distressed. Our class exercises made a huge difference.  Chaz has the drive, initiative, and interest in working as he gets bored easily and is always ready to go when he sees his leash, vest, and pack being readied for an outing. One of our puppy sitters put him in outfits for Halloween and reported that he enjoyed the process.  The one area that I cannot achieve improvement is in clipping his nails. He has always disliked having his paws touched, but allows us to wipe them before entering the house if we don't linger too long on a paw, otherwise he feints a bite. He writhes and howls if I attempt to clip his nails, and even with my husband holding him and feeding him treats, he still gets very upset. Luckily his nails do not grow very much (compared to our own dog Scout whose nails must be trimmed every week). A sitter touched his feet without issues, but the problem is if you linger on a foot for too long (say long enough to trim the nails). I feel rather defeated on this issue (I clip the nails on many of the dogs who stay with us and have had no problems - even when they are a little unsure at first. Only one other dog - a beagle/dachshund mix - had the same loud and boisterous reaction to having her feet touched for trimming and I gave up so as not to upset her too much).  He settles very nicely and has charmed every human he meets. We would love to see him bred.    ",1
Labrador Retriever,Black,M,NC,Yes,Evo,"Play with homeboy Scout, chase toys, walk, swim.","Chaz is a spunky, eager, loving pup who is often so impatient for his next challenge, task, or outing, that he can forgot to empty his bladder or bowels when given the chance, and will hurry into things until he is asked to take a moment to settle and check-in. He is a go-go dog, and yet, when he is asked to settle at your feet, he will happily occupy himself with a chew toy and fall asleep. He is always ready and willing and can be a great companion.    His feet sensitivity and lack of elimination awareness are his two worst issues, but have been improving over time. Clipping the nails has gotten a little more dramatic, but touching his feet to clean has improved. When asked to GB he will sit and then want to rush on to the meal or play or walk and then realize that he has to go, so we plan for that when working with him. This has made us a little concerned about overnights, although those have not been an issue in the past.  All in all we love him, as we have all eight other dogs we've raised for GEB, and think with more work he has guide potential. ",1
Labrador Retriever,Black,M,NC,Yes,Evo,"Play with homeboy Scout, chase toys, walk, swim.","Chaz is a spunky, eager, loving pup who is often so impatient for his next challenge, task, or outing, that he can forgot to empty his bladder or bowels when given the chance, and will hurry into things until he is asked to take a moment to settle and check-in. He is a go-go dog, and yet, when he is asked to settle at your feet, he will happily occupy himself with a chew toy and fall asleep. He is always ready and willing and can be a great companion.    His feet sensitivity and lack of elimination awareness are his two worst issues, but have been improving over time. Clipping the nails has gotten a little more dramatic, but touching his feet to clean has improved. When asked to GB he will sit and then want to rush on to the meal or play or walk and then realize that he has to go, so we plan for that when working with him. This has made us a little concerned about overnights, although those have not been an issue in the past.  All in all we love him, as we have all eight other dogs we've raised for GEB, and think with more work he has guide potential. ",1
Labrador Retriever,Black,M,NC,Yes,Evo,"Play with homeboy Scout, chase toys, walk, swim.","Chaz is a spunky, eager, loving pup who is often so impatient for his next challenge, task, or outing, that he can forgot to empty his bladder or bowels when given the chance, and will hurry into things until he is asked to take a moment to settle and check-in. He is a go-go dog, and yet, when he is asked to settle at your feet, he will happily occupy himself with a chew toy and fall asleep. He is always ready and willing and can be a great companion.    His feet sensitivity and lack of elimination awareness are his two worst issues, but have been improving over time. Clipping the nails has gotten a little more dramatic, but touching his feet to clean has improved. When asked to GB he will sit and then want to rush on to the meal or play or walk and then realize that he has to go, so we plan for that when working with him. This has made us a little concerned about overnights, although those have not been an issue in the past.  All in all we love him, as we have all eight other dogs we've raised for GEB, and think with more work he has guide potential. ",1
Labrador Retriever,Black,M,NC,Yes,Orijen Large Breed Puppy,"Walking, retrieving toys with older dogs in the yard, some wading/swimming.","Chaz is a lovely, calm little fellow. When in the house he is well mannered and responsive. Walking on leash he seems at ease, curious, and engaged with his surroundings. He readily approaches strange things and likes to explore. He can keep up with the big dogs (GEB Sidney who is visiting and home boy Scout) and holds his own showing confidence and willingness to challenge them for toys.  Sherry, Janet, and I observed that unlike other pups we've raised, Chaz is quite unhappy when handled by another person; he yelps, pulls away from the handler, and rears for me whether I am hidden or in plain view. We are working on that issue in our one-on-one sessions and have a home stay planned in the next few weeks.",1
Labrador Retriever,Black,M,NC,Yes,Orijen Large Breed Puppy,"Walking, retrieving toys with older dogs in the yard, some wading/swimming.","Chaz is a lovely, calm little fellow. When in the house he is well mannered and responsive. Walking on leash he seems at ease, curious, and engaged with his surroundings. He readily approaches strange things and likes to explore. He can keep up with the big dogs (GEB Sidney who is visiting and home boy Scout) and holds his own showing confidence and willingness to challenge them for toys.  Sherry, Janet, and I observed that unlike other pups we've raised, Chaz is quite unhappy when handled by another person; he yelps, pulls away from the handler, and rears for me whether I am hidden or in plain view. We are working on that issue in our one-on-one sessions and have a home stay planned in the next few weeks.",1
Labrador Retriever,Black,M,NC,Yes,Orijen Large Breed Puppy,"Walking, retrieving toys with older dogs in the yard, some wading/swimming.","Chaz is a lovely, calm little fellow. When in the house he is well mannered and responsive. Walking on leash he seems at ease, curious, and engaged with his surroundings. He readily approaches strange things and likes to explore. He can keep up with the big dogs (GEB Sidney who is visiting and home boy Scout) and holds his own showing confidence and willingness to challenge them for toys.  Sherry, Janet, and I observed that unlike other pups we've raised, Chaz is quite unhappy when handled by another person; he yelps, pulls away from the handler, and rears for me whether I am hidden or in plain view. We are working on that issue in our one-on-one sessions and have a home stay planned in the next few weeks.",1
Labrador Retriever,Black,M,NC,Yes,Evo or Orijen Large Breed usually Red Meat,"Walking, retrieving toys with older dogs in the yard, wading/swimming.","Chaz is a sweet, calm puppy with a very pleasant energy level who walks nicely on leash. He is willing to follow commands and has become bolder about going into challenging situations such as retrieving toys in a surging stream. Due to several injuries and some travel, I have not given him as much exposure as would be expected at this age - our outings have been limited. I see no reason, however, to thing that he will not thrive with increased exposure as he is curious, observant, and willing. He likes to take things slowly, so we are matching his preference in our outings and find that he settles well after initial exposure to new things (no dander or scratching). We are very much enjoying raising him and think he has what it takes to become a guide.",1
Labrador Retriever,Black,M,NC,Yes,Evo or Orijen Large Breed usually Red Meat,"Walking, retrieving toys with older dogs in the yard, wading/swimming.","Chaz is a sweet, calm puppy with a very pleasant energy level who walks nicely on leash. He is willing to follow commands and has become bolder about going into challenging situations such as retrieving toys in a surging stream. Due to several injuries and some travel, I have not given him as much exposure as would be expected at this age - our outings have been limited. I see no reason, however, to thing that he will not thrive with increased exposure as he is curious, observant, and willing. He likes to take things slowly, so we are matching his preference in our outings and find that he settles well after initial exposure to new things (no dander or scratching). We are very much enjoying raising him and think he has what it takes to become a guide.",1
Labrador Retriever,Black,M,NC,Yes,Evo or Orijen Large Breed usually Red Meat,"Walking, retrieving toys with older dogs in the yard, wading/swimming.","Chaz is a sweet, calm puppy with a very pleasant energy level who walks nicely on leash. He is willing to follow commands and has become bolder about going into challenging situations such as retrieving toys in a surging stream. Due to several injuries and some travel, I have not given him as much exposure as would be expected at this age - our outings have been limited. I see no reason, however, to thing that he will not thrive with increased exposure as he is curious, observant, and willing. He likes to take things slowly, so we are matching his preference in our outings and find that he settles well after initial exposure to new things (no dander or scratching). We are very much enjoying raising him and think he has what it takes to become a guide.",1
Labrador Retriever,Black,M,MD,Yes,Blue Buffalo Chicken Brown Rice,"walks, fetch, playing with us","Carter takes his time processing commands, but he does know them, and will do them. Overall, he is doing very well. Minus the incident where he ate some fish food off the counter, his house manners are very good. He is NOT a habitual or repeat counter-surfer. ",0
Labrador Retriever,Black,M,MD,Yes,Blue Buffalo Chicken Brown Rice,"walks, fetch, playing with us","Carter takes his time processing commands, but he does know them, and will do them. Overall, he is doing very well. Minus the incident where he ate some fish food off the counter, his house manners are very good. He is NOT a habitual or repeat counter-surfer. ",0
Labrador Retriever,Black,M,MD,Yes,Blue Buffalo Chicken Brown Rice,"walks, fetch, playing with us","Carter takes his time processing commands, but he does know them, and will do them. Overall, he is doing very well. Minus the incident where he ate some fish food off the counter, his house manners are very good. He is NOT a habitual or repeat counter-surfer. ",0
Labrador Retriever,Black,M,MD,Yes,Blue Buffalo Puppy,"walking, fetch, playing with us/dogs",Carter is a good pup. We have a switch scheduled in a few weeks.,0
Labrador Retriever,Black,M,MD,Yes,Blue Buffalo Puppy,"walking, fetch, playing with us/dogs",Carter is a good pup. We have a switch scheduled in a few weeks.,0
Labrador Retriever,Black,M,MD,Yes,Blue Buffalo Puppy,"walking, fetch, playing with us/dogs",Carter is a good pup. We have a switch scheduled in a few weeks.,0
Labrador Retriever,Black,M,MD,Yes,Blue Buffalo chicken brown rice,"Fetch, walks, playing","Carter is a good pup, but sometimes needs time to process commands. We call it ""carter time."" He does know his stuff, and is very smart. ",0
Labrador Retriever,Black,M,MD,Yes,Blue Buffalo chicken brown rice,"Fetch, walks, playing","Carter is a good pup, but sometimes needs time to process commands. We call it ""carter time."" He does know his stuff, and is very smart. ",0
Labrador Retriever,Black,M,MD,Yes,Blue Buffalo chicken brown rice,"Fetch, walks, playing","Carter is a good pup, but sometimes needs time to process commands. We call it ""carter time."" He does know his stuff, and is very smart. ",0
Labrador Retriever,Yellow,M,MD,Yes,IAMS Large Breed,"Walks, running with dogs, fetch, hiking","Carlyle is very smart and quick to learn. He is confident with everything except on stairs; he is a bit hesitant on steeper, narrower or darker steps. He does get into things around the house if no one is paying attention. I have noticed he is a little protective of his crate when other dogs approach, especially if he has a toy. I work on this as much as possible and I think he's getting better. Overall he is a great pup :)",0
Labrador Retriever,Yellow,M,MD,Yes,IAMS Large Breed,"Walks, running with dogs, fetch, hiking","Carlyle is very smart and quick to learn. He is confident with everything except on stairs; he is a bit hesitant on steeper, narrower or darker steps. He does get into things around the house if no one is paying attention. I have noticed he is a little protective of his crate when other dogs approach, especially if he has a toy. I work on this as much as possible and I think he's getting better. Overall he is a great pup :)",0
Labrador Retriever,Yellow,M,MD,Yes,IAMS Large Breed,"Walks, running with dogs, fetch, hiking","Carlyle is very smart and quick to learn. He is confident with everything except on stairs; he is a bit hesitant on steeper, narrower or darker steps. He does get into things around the house if no one is paying attention. I have noticed he is a little protective of his crate when other dogs approach, especially if he has a toy. I work on this as much as possible and I think he's getting better. Overall he is a great pup :)",0
Labrador Retriever,Yellow,M,MD,Yes,IAMS Large Breed,"Playing with other dogs, walks, outings","Carlyle is very smart and learns very quickly. He still has his issues with other dogs (submissive around dogs equal/larger size; dominant with smaller dogs or dog coming into his space if he is confined). With support, he does very well. He is confident with everything except some stairs, but with support and a no pressure approach he will eventually go up and down when he is ready.",0
Labrador Retriever,Yellow,M,MD,Yes,IAMS Large Breed,"Playing with other dogs, walks, outings","Carlyle is very smart and learns very quickly. He still has his issues with other dogs (submissive around dogs equal/larger size; dominant with smaller dogs or dog coming into his space if he is confined). With support, he does very well. He is confident with everything except some stairs, but with support and a no pressure approach he will eventually go up and down when he is ready.",0
Labrador Retriever,Yellow,M,MD,Yes,IAMS Large Breed,"Playing with other dogs, walks, outings","Carlyle is very smart and learns very quickly. He still has his issues with other dogs (submissive around dogs equal/larger size; dominant with smaller dogs or dog coming into his space if he is confined). With support, he does very well. He is confident with everything except some stairs, but with support and a no pressure approach he will eventually go up and down when he is ready.",0
